"epci2018";"SEXE";"FAM_2_b100";"FOR_3_b100";"EMP_1_b100";"EMP_3_b100";"EMP_4_b100"
"200036523";"F";100,956484632244;126,16283622315;95,0276887631799;123,018246545312;150,49550674524
"200036523";"H";43,0831459905551;115,682799525365;80,914154955074;35,2348607665098;151,100281529516
"200036549";"F";112,515235790707;112,366454409133;103,381480746294;124,615400034976;99,0867599657034
"200036549";"H";47,1478530041528;123,277091473294;93,0830096922385;23,7541435380336;95,3347137932675
"200036572";"F";85,6069886928694;92,0345753679595;78,6263490636337;149,803596202627;143,663915998623
"200036572";"H";39,4741421327912;107,628252110533;81,9081335957469;46,4949112557465;128,591304988892
"200037059";"F";147,626569400486;157,951769633711;141,285325288546;114,093796474673;130,525575593557
"200037059";"H";56,0138701432564;156,989989781052;119,350196552604;28,6847571662678;101,272759062845
"200037133";"F";109,05783707084;120,092379540588;105,815617366677;90,4086876086295;94,3483658525506
"200037133";"H";42,245301120568;129,840292647002;95,231699036404;22,5492591325591;79,0409812350838
"200038958";"F";141,634159480239;123,798402051217;94,174267432839;88,4925214225071;96,2596856480128
"200038958";"H";59,5357520898115;98,9213870538328;68,7207101094623;30,6661765966669;72,363199393491
"200038990";"F";63,698464224504;79,8936549159962;62,4569924776199;89,7702662183614;128,68456347847
"200038990";"H";32,1376745120395;71,5180688526925;51,1484089733732;18,2220251801459;114,276032531474
"200039022";"F";48,984184834293;67,8499854968215;58,5203603743582;94,4995528662007;110,73924445927
"200039022";"H";27,1686996013046;71,3310636686061;47,9705781243536;20,2807854844116;87,3602062230686
"200039055";"F";40,5618016763854;52,9920245482934;48,7205937202618;129,556378071738;131,492662282617
"200039055";"H";16,3837365148281;69,4339666931478;49,672214196913;40,4011380214408;111,89910303119
"200039063";"F";63,6229629127351;79,0534997756267;52,1042973616549;129,947685896201;116,704730141926
"200039063";"H";25,6437645927225;69,1742785204634;48,7107114618476;16,8134752190251;72,2315011584915
"200039204";"F";106,516596054775;113,665945932869;93,9365388368384;121,423139300536;105,58335401463
"200039204";"H";39,0646568898988;109,169014298357;78,0359476520644;21,1317593535088;75,4817819359956
"200039519";"F";82,3437040457012;117,512211103939;90,604315647281;115,167596817495;105,199645884682
"200039519";"H";46,6037178734395;120,977463475606;87,1638034086781;70,0176467032198;122,876906405253
"200039642";"F";112,351714618735;154,43540333972;107,978195895792;94,2038906176965;107,355385807339
"200039642";"H";57,538436594261;141,23362709278;107,957800926371;27,1816494254889;102,384372302035
"200039709";"F";142,767082280006;142,508395152754;75,5393629312622;132,213246896238;95,7515743233407
"200039709";"H";215,629328768528;187,811695631136;68,1388927793952;21,9755701924473;94,3692687981068
"200039758";"F";99,8943201934024;110,680403278654;92,3176592434782;109,422245322441;91,9467690582091
"200039758";"H";54,3223444821532;120,093808107253;88,236625894783;24,2906073596392;80,6034165030579
"200039808";"F";104,457790653089;130,290235424715;139,455580656609;133,12200644709;183,568674290684
"200039808";"H";50,6013735787711;147,862067897993;124,052325425879;50,0443447710556;139,372389475161
"200039824";"F";101,167427488864;91,3346363744982;109,700953955803;166,022462481023;167,772489643603
"200039824";"H";58,5209513012655;133,537691161852;113,898764965736;57,2109971994836;122,390934692405
"200039832";"F";120,438783443946;132,324737051235;131,412520871376;161,783916571725;135,029673356502
"200039832";"H";73,6043324861337;132,527121775109;114,859459888963;48,6003668831487;130,364217901044
"200039857";"F";94,8359018992682;105,047912617469;90,1533046643141;96,980155011674;91,0786004432285
"200039857";"H";63,9897751415129;130,564595921665;81,9094743338276;30,4868853751573;95,4374268788475
"200039865";"F";108,586629795883;99,7973619463514;106,732034670891;102,278131996235;81,3163201648181
"200039865";"H";57,8052390621703;101,579426788936;107,944480098172;26,844137624419;82,2610699131519
"200039907";"F";65,6675649960944;69,1094004212128;60,6706048910029;136,340778696667;82,0089555685825
"200039907";"H";16,8041885514402;75,842325394422;52,6309184362169;26,1909205108972;50,8094813793382
"200039915";"F";116,221996350127;116,160014569355;109,618012297115;85,6214885104266;82,3485979880915
"200039915";"H";62,0923371786721;119,344054145353;96,4688332894227;32,1730914981528;79,9816194796007
"200039931";"F";113,977374568823;140,123272362991;92,2823409085586;112,912988815249;139,957219444931
"200039931";"H";59,5396591997999;115,431476678735;73,4344779955204;47,6171965823104;175,328768594505
"200039949";"F";103,094454282019;89,3762497945066;92,3416736952175;124,833673081896;89,9254995157465
