"epci2018";"SEXE";"FAM_2";"FOR_3";"EMP_1";"EMP_3";"EMP_4"
"200034379";"F";12,8725405813418;20,0175428394539;16,515537249426;38,421932868824;21,2941154943485
"200034379";"H";5,640881172719;20,2172163763676;14,562119213542;11,0228879470297;16,6530834276113
"200034411";"F";12,9915359306717;20,2609283902783;17,237185111907;38,482587513772;23,4562337109499
"200034411";"H";6,39390916329343;20,7471788011627;15,7211835376724;16,5655248662913;20,5506773290412
"200034601";"F";12,6102855692604;18,8990739440915;17,9364108633779;42,6909753983959;18,9667173699312
"200034601";"H";9,91816061821954;21,5644883321132;18,8149744590452;15,4033699036577;21,3816989809923
"200034635";"F";5,09132064699361;7,61215090940662;6,07323787347063;28,6765872246694;11,6944625803268
"200034635";"H";1,68055916110526;9,11544851452088;6,13487553922838;6,74394114483671;15,4473369588721
"200034692";"F";16,9263773164644;21,7640933492182;17,5592226828807;34,3580923030515;17,714459098816
"200034692";"H";5,59162830660598;23,0506818481864;13,158518227858;7,07888471138724;17,3732739998686
"200034700";"F";13,3196195520871;20,1791189165525;16,7052668687335;28,8842899574325;16,9965998809166
"200034700";"H";5,77305918851426;20,9630571863897;13,7375795361079;9,0641403043149;15,8643977180514
"200034718";"F";19,1051391022842;26,418413384137;20,1048001973299;30,6218710093515;13,9904747780347
"200034718";"H";6,76131178851907;29,1379572681992;17,4921305928003;4,79257035252347;11,8749718527759
"200034726";"F";9,61395565019497;12,7006255247044;10,1984214664783;28,121922506225;22,5234256468604
"200034726";"H";4,8405687196133;14,0196670743146;7,67797750560834;10,6937853207298;12,0856902780342
"200034825";"F";9,04351444196583;20,8292014190785;11,8343650909712;22,4123756423006;12,9722079001744
"200034825";"H";5,89009704994229;22,3104940313873;14,3044876103945;9,19066783423468;13,9132541615002
"200034833";"F";12,1188084240404;21,4097971749269;15,7507230543408;30,1586790240357;19,3168539954233
"200034833";"H";10,7456567547672;20,1124988010881;13,2390827876975;8,95349633065203;19,4136774773484
"200034874";"F";13,6382293284398;15,6109439577772;12,8544338706213;30,9389214105518;25,6524038350724
"200034874";"H";3,02354314986032;11,2477000464405;9,29739545011256;5,19939215073093;14,1162831379218
"200034882";"F";7,5920296619778;8,44125635124855;6,90197868771966;27,8553601079367;24,3370437165561
"200034882";"H";3,19471074721053;10,253337213213;5,36170824504935;8,43590433872743;25,2214995721581
"200034957";"F";8,27711823529232;14,6090160254149;10,5963048275214;27,5367860306977;13,8588548466868
"200034957";"H";3,98167274463012;14,1636850024016;8,19019435175267;6,46791790710378;12,4809732240712
"200035087";"F";12,2498649154846;19,3531753401738;14,7396237368648;32,4496693042535;18,5437494033387
"200035087";"H";4,53346247443501;19,5934600225458;12,7343589453286;8,6637070082667;18,179638806916
"200035103";"F";9,6215013104239;15,9698924707341;12,4259344939367;28,9438977492058;14,9580682841957
"200035103";"H";4,18187335088771;14,9866772755276;10,287806376864;9,14641647359637;21,6133349033985
"200035111";"F";8,57506987423071;15,0452132756054;12,225334498123;27,3170688840841;14,5793171060405
"200035111";"H";4,89192365013185;17,8053622609393;12,0932494917172;10,1496145158278;15,5168708080316
"200035129";"F";18,5911192134121;29,9368905991153;25,462041991321;39,0904975690285;22,0571647940702
"200035129";"H";8,58252884547197;26,6576295727564;22,3172366773479;16,9420745273601;18,1325611583396
"200035137";"F";12,1746466137087;16,3265109482248;12,4622478734642;38,9729755248344;18,0663542906263
"200035137";"H";6,63064820762651;18,8491159853075;12,333283748968;12,8518925228075;15,4453260422914
"200035202";"F";8,19765691819762;15,4421096631842;12,5781005857205;33,6576421237583;19,0375913086974
"200035202";"H";3,32433792580137;15,0257438256234;9,80940192180855;6,75754807618005;15,9443972624402
"200035319";"F";15,2471127968019;22,9323444716206;17,5251469693674;25,6387758587586;14,9337032445218
"200035319";"H";6,16229900191024;20,5418904075258;14,3540662017309;7,64558429414439;17,2904757341697
"200035327";"F";11,5282211733098;18,053070208949;13,3298063524748;33,297247254392;17,1148735783014
"200035327";"H";5,85297572557415;18,4799280573863;13,2561803332289;10,1272269673297;13,6668015578296
"200035442";"F";14,5647011502902;19,8285089244575;13,285432991394;29,0714350747472;25,8454887369531
"200035442";"H";9,65235588805142;18,7695552929692;11,1236136171669;9,18499579464647;18,5647149306609
"200035459";"F";11,1719331531762;17,4975097829602;14,1855939524837;24,3847602468248;14,6872838000261
"200035459";"H";6,38307421136043;19,7710491657634;13,0807940288359;7,76284814122649;18,1996230943893
"200035533";"F";9,07578172705445;18,901628621813;12,5081848042711;29,8719113092228;23,631930110668
"200035533";"H";3,8030251175885;18,4218318582908;9,01765685904144;11,7279338805851;21,2065425601535
"200035541";"F";11,414679403814;17,2273341946745;14,1711492757854;30,590603053408;21,0714284013011
"200035541";"H";4,61211621768292;16,1412333455756;11,1566431058273;6,56065064280567;20,1037490979291
"200035632";"F";13,1254994025211;15,2495717509863;11,9906215181196;29,7566083934888;19,0368375086168
"200035632";"H";8,3336034230034;14,1568932033479;9,03499963521559;13,9393229017528;27,5490898997759
"200035665";"F";12,86969380089;20,2111237615998;15,5184775254467;19,8562959896782;20,7827252351201
"200035665";"H";7,82190108096436;25,2777491654808;15,4939357729603;5,89240448348768;15,5794124150294
"200035707";"F";14,5477132513199;25,621022141406;18,2293424338503;30,5368832324079;23,0694892793249
"200035707";"H";5,37652938166857;21,6770923138929;14,3128841763559;9,84950133658194;17,3916434247608
"200035715";"F";14,2410886568217;24,016859653709;19,9910103024805;31,8346680874148;17,3694488508127
"200035715";"H";6,83732743988695;22,7107462785945;18,1896796297814;9,12248827601085;18,1356661493091
"200035723";"F";13,9245361005818;21,3010006010571;17,8438179599288;35,8940029255699;22,3256672541395
"200035723";"H";4,21173557955237;15,1369104863364;11,1764562368315;6,81420419590051;59,1942865896899
"200035731";"F";11,1017710857493;19,269888249013;15,6614987250603;31,4963218680507;14,379335792587
"200035731";"H";6,25345985315935;18,4317123690124;13,3492607359279;7,38790353890808;13,336606067679
"200035756";"F";9,3499310636052;18,6269124920356;11,9420686510486;41,5650896242503;24,8734935114177
"200035756";"H";4,27588671231129;16,714753987233;10,1843990282972;12,2044570057611;19,1364078601946
